aX,aY,aZ,gX,gY,gZ
-0.728,-0.135,-0.804,-17.395,107.727,-93.689
-0.749,-0.077,-0.851,-5.310,108.154,-74.097
-0.741,0.037,-0.848,14.771,104.187,-57.312
-0.731,0.146,-0.824,26.184,99.243,-47.791
-0.743,0.249,-0.810,22.461,96.680,-42.114
-0.778,0.349,-0.784,20.203,95.276,-35.095
-0.784,0.454,-0.768,27.222,95.337,-27.588
-0.807,0.536,-0.782,27.039,97.717,-45.105
-0.847,0.571,-0.801,23.804,99.304,-55.359
-0.881,0.561,-0.840,27.405,101.440,-64.697
-0.917,0.485,-0.885,28.076,100.708,-73.120
-0.932,0.320,-0.939,22.766,96.802,-78.979
-0.945,0.204,-0.954,12.573,88.989,-76.782
-0.929,0.207,-0.979,27.283,77.576,-65.125
-0.888,0.259,-0.975,56.091,64.758,-53.467
-0.914,0.251,-0.959,79.895,48.889,-49.011
-0.803,0.204,-1.025,94.482,32.471,-47.974
-0.867,0.108,-1.018,90.576,10.742,-44.250
-0.765,0.001,-1.030,94.360,-18.921,-39.612
-0.792,-0.075,-0.992,89.478,-50.415,-24.536
-0.830,-0.109,-0.947,86.609,-82.031,-2.930
-0.810,-0.131,-0.902,96.436,-109.009,17.944
-0.774,-0.127,-0.833,103.943,-131.775,41.626
-0.824,-0.115,-0.742,112.793,-153.076,67.139
-0.807,-0.088,-0.606,94.971,-171.570,89.233
-0.755,-0.002,-0.474,70.801,-180.542,113.831
-0.737,0.146,-0.312,36.133,-182.434,141.418
-0.758,0.344,-0.161,11.169,-173.828,165.283
-0.791,0.536,-0.054,7.690,-150.757,175.659
-0.765,0.697,-0.020,25.085,-116.760,167.725
-0.694,0.802,-0.049,53.467,-78.186,148.132
-0.649,0.839,-0.115,83.374,-43.152,119.873
-0.664,0.821,-0.192,107.422,-15.503,86.304
-0.645,0.770,-0.264,128.967,7.629,54.993
-0.743,0.734,-0.346,156.311,29.236,33.264
-0.497,0.670,-0.549,183.228,46.570,13.367
-0.773,0.814,-0.585,152.283,59.570,17.883
-1.004,0.868,-0.632,146.179,57.739,21.423
-0.715,0.873,-0.740,189.453,53.833,-3.540
-0.728,0.926,-0.747,160.645,43.762,-11.047
-0.855,0.927,-0.752,137.878,29.968,-15.564
-0.930,0.886,-0.769,142.029,19.836,-29.968
-0.866,0.832,-0.809,154.419,10.315,-45.471
-0.859,0.745,-0.821,154.114,-4.028,-56.580
-0.844,0.670,-0.785,140.503,-21.606,-62.378
-0.752,0.549,-0.776,141.663,-41.321,-67.871
-0.721,0.439,-0.733,139.526,-65.063,-68.604
-0.726,0.391,-0.672,120.361,-87.891,-55.237
-0.806,0.356,-0.665,111.572,-107.788,-39.734
-0.689,0.302,-0.535,61.462,-136.047,-29.297
-0.581,0.247,-0.413,1.953,-160.034,-16.724
-0.600,0.194,-0.319,-23.926,-169.983,7.751
-0.576,0.155,-0.242,-34.058,-170.227,32.654
-0.544,0.130,-0.222,-36.560,-164.062,58.838
-0.545,0.156,-0.175,-75.745,-156.860,92.896
-0.543,0.215,-0.144,-108.582,-145.325,125.977
-0.577,0.296,-0.139,-127.502,-128.540,153.137
-0.623,0.382,-0.156,-132.568,-105.652,172.729
-0.641,0.469,-0.203,-122.925,-78.186,182.312

-0.813,1.028,-0.742,-36.438,51.086,0.732
-0.800,0.983,-0.776,-36.011,43.884,-33.142
-0.800,0.882,-0.769,-33.325,32.043,-67.627
-0.798,0.740,-0.725,-28.809,18.250,-101.074
-0.779,0.579,-0.704,-10.742,9.705,-130.737
-0.799,0.440,-0.661,-8.484,3.418,-151.184
-0.708,0.324,-0.658,-5.127,2.563,-159.668
-0.820,0.243,-0.587,-4.700,2.258,-162.415
-0.556,0.152,-0.627,21.729,6.775,-165.161
-1.125,-0.035,-0.576,34.058,14.709,-160.095
-0.676,-0.120,-0.585,26.733,17.334,-159.790
-0.533,-0.213,-0.661,44.678,28.625,-135.071
-0.554,-0.255,-0.662,4.944,26.306,-100.342
-0.531,-0.216,-0.709,-44.250,21.484,-57.190
-0.490,-0.101,-0.731,-104.248,16.052,2.625
-0.527,0.051,-0.765,-153.931,8.240,63.660
-0.624,0.249,-0.790,-184.265,-1.587,108.765
-0.684,0.418,-0.825,-193.542,-13.123,135.803
-0.721,0.721,-0.986,-196.777,-19.348,139.771
-0.529,2.158,-1.529,-205.872,-8.240,128.906
-0.860,2.316,-1.854,-80.505,-42.542,48.889
-0.937,1.483,-1.805,-109.497,-134.216,-110.596
-0.918,0.732,-1.243,-203.247,-215.576,-219.116
-0.913,0.427,-0.903,-132.568,-283.630,-253.113
-0.807,0.262,-0.731,-48.096,-280.334,-264.526
-0.765,0.191,-0.478,-94.910,-268.433,-256.165
-0.635,0.200,-0.396,-106.323,-251.404,-240.479
-0.497,0.189,-0.264,-146.179,-218.567,-220.154
-0.375,0.075,-0.144,-172.546,-176.697,-192.444
-0.329,-0.081,-0.172,-114.807,-121.643,-162.048
-0.279,-0.205,-0.332,-42.603,-68.726,-132.812
-0.264,-0.232,-0.502,-2.991,-27.466,-104.919
-0.202,-0.142,-0.663,-9.888,-2.563,-71.167
-0.167,0.023,-0.768,-28.625,8.423,-38.391
-0.151,0.217,-0.812,-46.509,9.338,-17.578
-0.144,0.350,-0.820,-40.405,6.836,-8.057
-0.149,0.431,-0.798,-31.250,4.395,-12.085
-0.111,0.449,-0.755,-26.306,5.554,-22.217
-0.114,0.452,-0.648,-32.715,10.071,-28.625
-0.116,0.447,-0.588,-27.527,19.287,-32.410
-0.123,0.437,-0.529,-23.926,30.151,-34.607
-0.165,0.448,-0.462,-31.677,43.579,-36.804
-0.224,0.462,-0.422,-28.625,62.805,-40.588
-0.298,0.423,-0.439,-11.658,85.754,-49.072
-0.324,0.312,-0.527,13.367,109.131,-59.448
-0.339,0.178,-0.691,39.978,130.127,-64.514
-0.353,0.118,-0.812,53.406,143.066,-59.265
-0.266,0.101,-0.974,68.420,145.813,-46.936
-0.504,0.107,-0.798,45.898,135.193,-34.485
-0.394,0.093,-0.921,74.768,138.733,-20.386
-0.430,0.144,-0.803,49.561,133.850,-4.028
-0.413,0.203,-0.830,56.702,138.000,13.550
-0.518,0.254,-0.826,50.415,141.846,31.128
-0.576,0.292,-0.843,35.156,146.240,41.565
-0.616,0.319,-0.900,30.884,151.917,49.438
-0.645,0.352,-0.977,29.297,154.053,56.824
-0.747,0.369,-1.048,23.010,150.818,63.110
-0.754,0.395,-1.078,5.554,139.221,65.125
-0.814,0.436,-1.066,-5.005,124.023,65.063
-0.679,0.493,-1.097,-3.540,108.276,58.105
-0.514,0.543,-1.150,12.512,91.370,47.913
-0.456,0.523,-1.158,20.325,63.232,36.011
-0.557,0.480,-1.035,-2.930,28.564,27.954
-0.720,0.449,-0.850,-39.368,-0.610,23.010
-0.819,0.397,-0.698,-50.842,-20.447,6.958
-0.740,0.495,-0.479,-82.703,-26.489,4.395
-0.692,0.603,-0.300,-119.080,-21.301,6.165
-0.567,0.648,-0.260,-105.347,12.207,-8.179
-0.753,0.599,-0.470,-63.049,61.218,-26.306
-0.804,0.508,-0.680,-19.104,100.403,-49.133
-0.781,0.409,-0.970,4.089,122.437,-69.031
-0.739,0.244,-1.235,32.593,127.808,-84.534
-0.821,-0.013,-1.485,51.453,118.225,-95.703
-0.780,-0.248,-1.572,37.903,78.491,-95.825
-0.775,-0.318,-1.527,0.122,22.034,-86.487
-0.808,-0.241,-1.333,-47.974,-32.410,-72.571
-0.797,-0.173,-1.119,-80.017,-68.420,-33.020
-0.759,-0.079,-0.940,-91.309,-83.801,16.479
-0.710,0.052,-0.818,-99.670,-88.196,42.908
-0.672,0.203,-0.748,-104.675,-83.862,58.228
-0.662,0.306,-0.722,-104.553,-74.829,67.383
-0.620,0.289,-0.749,-86.853,-63.782,73.547
-0.639,0.215,-0.817,-61.401,-56.946,65.430
-0.682,0.130,-0.797,-61.707,-56.763,33.691
-0.586,0.026,-0.842,-64.819,-53.772,22.949
-0.588,-0.026,-0.849,-65.674,-54.688,27.283
-0.611,-0.003,-0.848,-73.120,-59.326,37.598
-0.629,0.058,-0.852,-73.914,-61.218,47.180
-0.645,0.088,-0.870,-68.848,-60.120,49.744
-0.632,0.081,-0.868,-61.096,-57.617,47.913
-0.691,0.060,-1.044,-51.208,-54.382,45.654
-0.694,-0.071,-1.157,-56.030,-61.340,40.344
-0.653,-0.251,-1.129,-65.613,-78.369,34.851
-0.626,-0.382,-1.022,-87.463,-104.492,34.363
-0.616,-0.329,-0.754,-104.980,-124.878,29.419
-0.629,-0.281,-0.508,-87.769,-129.761,42.847
-0.609,-0.298,-0.382,-71.899,-114.868,77.515
-0.600,-0.313,-0.355,-72.083,-86.914,106.628
-0.590,-0.354,-0.486,-64.758,-53.528,123.474
-0.569,-0.342,-0.645,-53.162,-27.710,142.212
-0.544,-0.293,-0.762,-37.048,-15.869,159.546
-0.538,-0.203,-0.755,-29.968,-14.404,173.035
-0.482,-0.087,-0.568,-19.653,-16.174,183.899
-0.453,-0.015,-0.258,-3.235,-16.235,194.336
-0.458,0.008,-0.034,-5.432,3.967,206.909
-0.469,0.185,0.097,-2.991,43.640,221.436
-0.497,0.453,-0.074,69.946,90.698,235.779
-0.416,0.345,-0.325,122.253,129.822,266.663
-0.433,0.598,-0.548,121.826,157.959,225.342
-0.490,0.590,-0.769,124.512,166.260,145.996
-0.500,0.464,-0.921,120.239,162.048,106.445
-0.477,0.308,-1.034,122.681,149.109,76.782
-0.501,0.255,-1.047,102.295,127.747,65.125
-0.564,0.257,-0.994,62.378,102.966,57.983
-0.576,0.302,-0.906,29.663,85.327,49.194
-0.552,0.283,-0.875,26.794,78.552,35.034
-0.587,0.224,-0.863,32.532,76.050,20.813
-0.536,0.030,-0.803,20.691,71.655,5.676
-0.555,-0.132,-0.736,16.296,72.205,3.357

-1.070,0.453,-1.067,121.033,133.423,11.536
-0.997,0.426,-1.204,108.948,105.774,-1.160
-0.977,0.406,-1.193,43.640,64.453,-14.038
-0.966,0.317,-1.158,-12.390,21.851,-26.489
-0.986,0.212,-1.018,-50.842,-22.400,-33.691
-0.955,0.109,-0.819,-99.976,-64.575,-34.668
-0.915,0.114,-0.603,-145.874,-90.332,-25.574
-0.899,0.221,-0.411,-175.964,-96.680,-12.329
-0.897,0.329,-0.296,-179.993,-88.684,-10.376
-0.883,0.406,-0.233,-167.053,-70.068,-22.766
-0.896,0.434,-0.234,-142.090,-43.396,-44.922
-0.919,0.406,-0.301,-107.239,-12.878,-73.059
-0.944,0.313,-0.429,-65.186,16.235,-102.783
-0.963,0.177,-0.601,-22.400,41.809,-129.517
-0.961,-0.003,-0.803,14.160,60.852,-150.391
-0.951,-0.177,-1.040,39.917,70.251,-161.865
-0.920,-0.279,-1.213,39.185,67.322,-161.804
-0.872,-0.315,-1.333,21.362,45.593,-159.241
-0.810,-0.357,-1.408,12.634,18.982,-161.316
-0.878,-0.435,-1.480,22.217,-3.845,-176.270
-0.943,-0.519,-1.495,19.836,-32.837,-200.928
-0.806,-0.722,-1.432,37.292,-67.505,-178.528
-0.846,-0.769,-1.314,81.421,-93.628,-161.987
-0.832,-0.841,-1.303,130.371,-100.281,-115.723
-0.872,-0.858,-1.319,176.819,-105.774,-73.669
-0.922,-0.950,-1.364,181.885,-119.263,-42.175
-0.853,-1.053,-1.331,148.987,-141.052,-13.000
-0.868,-1.069,-1.241,89.478,-163.635,29.724
-0.912,-0.940,-1.127,67.932,-188.538,85.876
-0.959,-0.647,-0.917,55.969,-220.947,146.606
-1.009,-0.224,-0.683,46.326,-251.465,201.599
-1.068,0.255,-0.458,51.270,-257.996,238.708
-1.088,0.559,-0.279,47.668,-242.615,276.855
-0.893,0.654,-0.210,53.345,-208.679,330.811
-0.945,0.984,-0.197,36.011,-170.166,246.460
-0.816,1.063,-0.269,31.189,-129.028,188.904
-0.854,1.014,-0.411,40.771,-89.417,121.338
-0.781,0.716,-0.536,42.236,-64.941,53.833
-0.711,0.349,-0.603,39.307,-59.692,12.329
-0.654,0.089,-0.594,19.897,-67.200,0.000
-0.638,-0.019,-0.506,-6.348,-78.979,14.771
-0.600,-0.042,-0.365,-23.132,-87.769,41.138
-0.515,-0.014,-0.198,-34.607,-90.759,66.101
-0.467,0.068,-0.066,-44.189,-80.811,89.844
-0.442,0.207,-0.001,-43.457,-57.007,110.962
-0.456,0.352,0.002,-35.706,-25.146,122.192
-0.456,0.472,-0.066,-18.921,12.695,118.286
-0.478,0.565,-0.198,8.301,52.551,103.516
-0.523,0.589,-0.347,29.114,85.999,82.764
-0.529,0.511,-0.462,39.795,105.835,56.580
-0.508,0.374,-0.555,45.959,116.089,31.738
-0.512,0.254,-0.633,46.875,122.375,18.555
-0.536,0.175,-0.691,42.542,124.023,16.418
-0.580,0.143,-0.731,32.349,120.728,22.583
-0.629,0.113,-0.753,17.090,114.868,32.410
-0.647,0.108,-0.750,3.052,107.544,43.152
-0.677,0.144,-0.750,-3.967,101.685,56.519
-0.718,0.194,-0.751,-8.972,97.412,67.688
-0.742,0.231,-0.750,-14.282,94.177,73.975
-0.789,0.271,-0.765,-19.409,91.919,77.576
-0.716,0.310,-0.828,-19.409,92.346,78.064
-0.245,0.373,-0.801,-17.761,89.600,73.975
-1.188,0.439,-0.756,-6.409,87.769,68.848
-1.100,0.380,-0.793,-2.747,94.177,47.852
-0.883,0.267,-0.934,46.204,104.309,22.705
-0.859,0.243,-0.919,19.348,86.792,17.517
0.114,0.461,-0.979,9.033,62.744,21.729
-1.644,0.535,-0.689,-54.260,37.781,34.180
-0.981,0.644,-0.861,-26.611,38.452,4.578
-0.951,0.796,-0.703,-31.128,25.757,-16.907
-1.003,0.899,-0.564,-48.218,2.258,-49.438
-0.817,0.911,-0.594,-43.274,3.296,-93.079
-1.026,0.819,-0.479,-51.758,21.851,-149.048
-0.973,0.661,-0.492,19.287,46.997,-210.876
-1.023,0.440,-0.645,58.167,72.510,-247.864
-1.216,0.300,-0.739,103.394,101.929,-265.198
-1.167,0.208,-0.931,165.955,121.460,-267.395
-1.284,0.147,-1.022,190.002,122.253,-255.066
-1.087,0.079,-1.115,212.219,102.356,-241.028
-0.978,0.130,-1.027,182.739,60.730,-213.074
-0.906,0.232,-0.862,126.160,14.648,-183.289
-0.867,0.339,-0.620,73.730,-24.719,-162.292
-0.826,0.425,-0.376,35.217,-46.326,-152.161
-0.814,0.482,-0.140,1.221,-49.316,-149.109
-0.773,0.506,-0.017,-11.658,-21.606,-155.945
-0.779,0.492,-0.067,5.249,34.424,-169.556
-0.816,0.435,-0.285,31.738,98.206,-183.105
-0.881,0.395,-0.609,51.941,151.184,-188.599
-0.934,0.444,-0.895,38.513,183.350,-181.335
-0.934,0.521,-1.162,35.583,190.430,-171.082
-0.954,0.578,-1.351,27.466,173.767,-162.476
-0.931,0.636,-1.438,2.747,132.935,-155.701
-0.893,0.648,-1.453,-12.634,77.576,-151.733
-0.831,0.600,-1.320,-49.011,15.198,-150.574
-0.813,0.502,-1.129,-73.242,-42.297,-149.414
-0.756,0.389,-0.954,-77.942,-88.318,-145.142
-0.706,0.279,-0.785,-73.730,-115.173,-136.597
-0.638,0.183,-0.623,-70.251,-128.296,-122.864
-0.589,0.095,-0.499,-65.918,-134.583,-103.699
-0.534,0.054,-0.365,-77.942,-134.705,-78.003
-0.504,0.040,-0.286,-86.243,-124.695,-48.645
-0.432,0.025,-0.289,-77.820,-107.178,-21.362
-0.383,0.062,-0.307,-76.904,-92.773,6.287
-0.371,0.160,-0.329,-90.820,-82.764,36.377
-0.371,0.303,-0.338,-106.018,-72.998,64.270
-0.408,0.441,-0.389,-106.812,-59.326,84.106
-0.472,0.542,-0.462,-96.619,-43.274,93.018
-0.505,0.593,-0.560,-83.679,-26.367,91.980
-0.518,0.605,-0.661,-71.350,-13.611,86.731
-0.573,0.569,-0.747,-64.514,-9.644,79.834
-0.587,0.506,-0.822,-59.692,-12.512,74.524
-0.492,0.446,-0.888,-55.176,-23.865,73.120
-0.468,0.404,-0.881,-68.726,-45.715,77.332
-0.477,0.398,-0.820,-92.896,-70.435,86.182
-0.491,0.446,-0.726,-117.126,-89.844,95.947
-0.479,0.521,-0.633,-127.686,-99.304,101.257
-0.474,0.582,-0.547,-128.235,-98.145,97.107
-0.458,0.583,-0.486,-114.929,-87.341,83.557
-0.465,0.517,-0.440,-95.459,-70.007,64.209

-1.020,0.675,-0.960,105.103,174.377,-93.811
-0.974,0.652,-0.978,85.083,131.653,-92.285
-0.922,0.631,-0.882,56.030,84.534,-91.125
-0.888,0.588,-0.710,25.085,42.480,-91.309
-0.824,0.514,-0.531,-2.014,12.817,-90.576
-0.798,0.429,-0.365,-23.315,-2.869,-85.815
-0.789,0.372,-0.245,-33.997,-5.066,-75.928
-0.751,0.344,-0.238,-25.879,2.136,-61.584
-0.396,0.493,-0.415,-30.945,12.268,-40.405
-0.923,0.709,-0.413,-84.412,10.742,-9.216
-0.732,0.700,-0.557,-56.335,7.141,-10.010
-0.650,0.681,-0.643,-55.847,-2.258,-9.705
-0.512,0.670,-0.669,-98.877,-24.170,8.850
-0.949,0.677,-0.574,-181.885,-45.776,43.762
-0.969,0.647,-0.654,-158.386,-58.899,59.082
-0.856,0.627,-0.700,-136.963,-72.388,71.106
-0.929,0.582,-0.706,-145.935,-91.919,88.196
-1.046,0.540,-0.673,-169.373,-109.131,107.239
-1.112,0.477,-0.656,-169.922,-122.253,119.568
-1.212,0.400,-0.575,-163.818,-134.888,126.648
-1.094,0.346,-0.543,-122.192,-146.423,127.075
-0.990,0.321,-0.574,-84.106,-159.119,127.686
-1.001,0.369,-0.546,-101.257,-173.157,136.353
-0.920,0.423,-0.557,-103.821,-186.401,141.052
-0.841,0.481,-0.509,-95.825,-201.050,138.977
-0.780,0.508,-0.433,-96.130,-216.614,129.578
-0.779,0.536,-0.316,-98.450,-229.858,117.371
-0.718,0.570,-0.005,-131.226,-262.024,100.281
-0.591,0.671,0.249,-171.936,-243.835,94.727
-0.670,0.643,0.192,-62.622,-178.894,79.529
-0.505,0.685,0.119,-51.392,-115.906,60.974
-0.598,0.651,0.042,-14.832,-73.608,41.565
-0.592,0.677,0.055,5.859,-41.321,19.714
-0.562,0.667,-0.019,18.066,1.648,1.221
-0.609,0.601,-0.178,65.369,54.810,-17.395
-0.729,0.504,-0.424,114.990,105.835,-32.288
-0.768,0.475,-0.656,133.484,137.634,-38.269
-0.833,0.474,-0.885,135.742,150.818,-38.025
-0.881,0.481,-1.093,129.456,147.705,-36.499
-0.894,0.505,-1.263,118.713,130.737,-35.400
-0.882,0.531,-1.396,109.314,98.877,-34.058
-0.856,0.535,-1.434,85.632,48.157,-34.790
-0.885,0.425,-1.374,67.200,-12.390,-40.344
-0.763,0.237,-1.313,64.697,-72.266,-45.715
-0.751,0.032,-1.179,37.109,-128.479,-34.851
-0.753,-0.152,-1.038,11.719,-179.260,-11.963
-0.744,-0.270,-0.932,-10.071,-219.177,18.555
-0.715,-0.301,-0.772,-70.679,-243.347,55.420
-0.743,-0.232,-0.620,-129.089,-258.789,93.384
-0.785,-0.129,-0.389,-170.715,-257.996,155.334
-0.732,-0.165,-0.313,-112.854,-246.277,212.708
-0.617,-0.157,-0.284,-67.017,-228.149,245.483
-0.775,0.016,-0.215,-129.517,-204.773,287.109
-0.821,0.342,-0.209,-215.881,-174.194,323.120
-0.860,0.687,-0.298,-247.864,-131.897,367.981
-0.571,1.106,-0.526,-209.717,-96.558,383.362
-0.568,1.518,-0.721,-163.208,-76.294,282.349
-0.609,1.750,-0.890,-112.305,-70.129,207.764
-0.656,1.796,-0.980,-76.416,-74.463,109.619
-0.703,1.692,-0.939,-53.833,-83.557,4.395
-0.730,1.468,-0.850,-28.809,-92.468,-96.069
-0.768,1.195,-0.752,-4.456,-89.539,-182.800
-0.804,0.922,-0.664,19.714,-79.163,-251.831
-0.818,0.640,-0.626,44.983,-59.692,-304.138
-0.834,0.391,-0.814,61.890,-27.161,-339.050
-0.797,0.122,-0.885,68.420,-2.319,-352.966
-0.748,-0.027,-0.930,62.256,0.854,-348.450
-0.652,-0.149,-0.956,54.260,-0.183,-335.327
-0.570,-0.203,-0.993,35.461,-5.371,-312.500
-0.472,-0.147,-1.028,13.977,-15.015,-281.921
-0.413,-0.026,-1.026,-12.512,-32.227,-248.108
-0.405,0.149,-1.017,-46.265,-51.453,-221.008
-0.395,0.332,-0.997,-69.214,-67.993,-204.834
-0.373,0.494,-0.910,-69.031,-82.458,-204.224
-0.349,0.617,-0.751,-35.645,-95.032,-217.834
-0.454,0.518,-0.712,36.194,-98.206,-248.901
-0.507,0.333,-1.011,22.583,-70.618,-277.405
-0.321,-0.087,-0.708,-1.770,-52.979,-272.766
-0.259,-0.331,-0.616,58.167,-35.522,-245.239
-0.202,-0.290,-0.629,35.400,-7.263,-224.854
-0.207,-0.157,-0.612,37.537,17.944,-191.650
-0.212,-0.143,-0.551,93.323,34.180,-121.033
-0.180,-0.055,-0.536,149.231,55.969,-57.800
-0.164,0.124,-0.564,173.584,80.322,-29.358
-0.163,0.291,-0.609,210.327,99.121,-14.893
-0.157,0.396,-0.628,254.456,110.779,-4.700
-0.074,0.343,-0.651,298.279,116.333,12.512
0.096,0.243,-0.750,301.147,119.019,20.569
-0.143,0.197,-0.716,223.450,114.746,28.625
0.017,0.139,-0.880,200.134,96.619,46.631
-0.245,0.063,-0.957,131.775,76.599,72.693
-0.405,0.097,-0.644,17.761,50.171,106.934
-0.410,0.034,-0.523,-24.048,44.983,133.362
-0.407,0.078,-0.401,-44.861,57.495,163.696
-0.356,0.229,-0.362,-65.857,77.209,196.899
-0.525,0.357,-0.380,-45.349,96.741,223.389
-0.548,0.465,-0.432,9.583,111.816,240.967
-0.437,0.443,-0.558,76.477,123.779,268.005
-0.353,0.534,-0.636,76.721,113.281,240.173
-0.555,0.621,-0.571,21.545,100.708,209.656
0.143,0.544,-0.866,36.072,87.219,200.073
-1.025,0.548,-0.462,-145.020,77.087,206.299
-0.864,0.521,-0.553,-71.289,77.087,193.298
-0.795,0.578,-0.607,14.893,85.693,178.284
-0.975,0.667,-0.635,-23.254,81.360,179.565
-0.922,0.835,-0.522,-111.023,71.594,177.124
-0.947,0.931,-0.537,-140.442,84.778,164.185
-1.008,0.948,-0.741,-55.481,121.887,141.907
-1.061,0.887,-0.989,7.568,143.494,115.723
-1.027,0.821,-1.146,18.250,137.573,88.806
-0.956,0.719,-1.211,11.597,110.474,61.829
-0.945,0.587,-1.249,16.968,79.773,39.307
-0.912,0.469,-1.248,16.418,45.105,25.208
-0.932,0.406,-1.154,2.563,8.667,18.372
-0.959,0.421,-1.004,-17.822,-23.743,16.724
-0.973,0.488,-0.884,-34.058,-46.814,15.625
-0.959,0.556,-0.816,-39.185,-54.321,9.460
-0.935,0.591,-0.802,-38.269,-53.894,-2.991
-0.888,0.573,-0.803,-35.889,-52.856,-19.653

-1.137,0.510,-1.380,30.884,237.305,108.154
-1.063,0.614,-1.340,-24.841,185.913,87.891
-0.852,0.543,-1.328,-44.312,140.442,61.035
-0.955,0.362,-1.409,24.231,113.525,37.109
-0.955,0.246,-1.385,15.808,73.547,25.696
-0.946,0.193,-1.283,-4.578,29.419,20.020
-0.924,0.203,-1.151,-25.635,-7.324,17.456
-0.894,0.260,-1.039,-33.813,-34.485,15.381
-0.880,0.345,-0.975,-35.278,-50.659,9.766
-0.868,0.448,-0.961,-31.189,-55.359,0.061
-0.854,0.456,-0.930,-13.916,-57.922,-14.832
-0.831,0.474,-0.921,24.109,-60.303,-31.738
-0.821,0.600,-0.988,58.044,-59.692,-49.438
-0.895,0.745,-1.035,65.430,-64.819,-72.327
-0.948,0.872,-1.007,49.866,-81.604,-102.478
-1.044,0.880,-1.036,51.697,-105.286,-139.099
-1.068,0.847,-0.867,-13.489,-140.564,-179.504
-1.028,0.693,-0.728,-36.377,-170.837,-215.820
-0.973,0.521,-0.552,-60.425,-191.528,-239.075
-0.915,0.353,-0.427,-78.796,-200.562,-246.765
-0.840,0.225,-0.321,-102.478,-197.876,-238.708
-0.759,0.166,-0.238,-130.310,-183.105,-217.163
-0.690,0.166,-0.205,-153.442,-160.339,-188.110
-0.709,0.177,-0.211,-158.997,-130.798,-159.790
-0.680,0.192,-0.155,-151.184,-100.220,-137.390
-0.605,0.189,-0.107,-118.286,-67.200,-122.192
-0.518,0.137,-0.151,-71.350,-27.588,-112.366
-0.486,0.028,-0.266,-37.781,8.362,-102.295
-0.393,-0.107,-0.371,-19.348,31.250,-87.280
-0.346,-0.191,-0.424,-14.954,41.870,-63.293
-0.332,-0.224,-0.465,-13.550,49.683,-28.748
-0.355,-0.185,-0.482,-7.507,58.044,7.935
-0.460,-0.129,-0.492,5.493,68.298,41.748
-0.462,-0.053,-0.522,30.701,81.116,66.467
-0.480,0.076,-0.549,47.363,93.018,87.830
-0.575,0.252,-0.565,52.612,101.257,105.469
-0.653,0.428,-0.565,54.199,108.765,112.061
-0.673,0.508,-0.555,49.622,117.798,100.952
-0.706,0.495,-0.576,54.749,131.897,84.595
-0.722,0.387,-0.713,100.647,152.649,68.237
-0.490,0.262,-0.918,137.207,164.185,58.472
-0.263,0.254,-1.082,135.315,164.978,66.223
-0.893,0.248,-0.999,81.360,147.644,90.637
-1.014,0.237,-1.028,85.693,136.047,95.703
-0.942,0.257,-1.135,140.137,130.371,91.675
-0.925,0.290,-1.195,152.039,113.464,90.942
-0.919,0.309,-1.185,135.071,83.008,87.524
-0.942,0.308,-1.157,114.502,45.898,80.688
-0.821,0.329,-1.136,85.449,7.751,74.524
-0.756,0.384,-1.070,42.908,-31.006,73.364
-0.777,0.460,-0.954,-8.789,-67.749,74.951
-0.778,0.538,-0.861,-49.438,-96.069,71.899
-0.755,0.626,-0.752,-90.149,-112.976,62.927
-0.730,0.704,-0.678,-122.742,-121.399,46.875
-0.709,0.785,-0.618,-154.846,-125.610,24.292
-0.745,0.846,-0.569,-186.157,-128.845,-1.831
-0.755,0.887,-0.512,-212.341,-128.906,-31.616
-0.750,0.874,-0.453,-218.140,-123.352,-67.688
-0.698,0.771,-0.406,-201.538,-114.441,-109.192
-0.727,0.621,-0.350,-182.068,-101.135,-146.362
-0.740,0.445,-0.299,-163.208,-82.153,-173.218
-0.712,0.266,-0.262,-140.869,-56.885,-187.561
-0.703,0.113,-0.245,-123.169,-25.696,-188.904
-0.897,0.013,-0.177,-108.093,4.761,-184.021
-0.563,-0.038,-0.359,-49.805,37.659,-181.641
-0.593,-0.020,-0.505,-43.091,72.205,-162.598
-0.637,0.083,-0.702,-50.537,92.346,-136.292
-0.665,0.204,-0.928,-38.025,103.638,-120.117
-0.763,0.278,-1.058,-22.400,100.098,-115.723
-0.639,0.410,-1.316,-17.578,89.783,-122.803
-0.832,0.283,-1.258,-33.447,52.551,-126.404
-0.728,0.227,-1.100,4.761,4.150,-139.709
-0.671,0.151,-0.969,-9.888,-15.259,-141.602
-0.575,-0.024,-0.902,-33.630,-17.944,-122.864
-0.688,-0.108,-0.729,-58.838,-18.250,-85.876
-0.686,-0.048,-0.655,-18.738,-16.052,-51.880
-0.670,0.061,-0.674,26.550,-6.104,-28.931
-0.689,0.130,-0.732,58.533,3.479,-19.592
-0.692,0.130,-0.796,80.994,10.254,-19.531
-0.692,0.009,-0.873,106.079,13.367,-23.987
-0.770,-0.147,-0.931,131.042,11.353,-24.475
-0.665,-0.164,-0.967,148.621,7.019,-13.855
-0.667,-0.068,-0.946,163.330,-1.587,6.836
-0.648,0.114,-0.813,159.973,-15.808,30.945
-0.610,0.312,-0.745,171.936,-27.283,53.467
-0.576,0.486,-0.696,177.429,-34.363,66.223
-0.531,0.599,-0.738,171.265,-38.696,65.430
-0.497,0.602,-0.797,141.418,-49.744,60.181
