aX,aY,aZ,gX,gY,gZ
0.093,0.965,0.833,-125.183,-112.915,-87.524
0.077,0.936,0.975,-120.056,-114.075,-97.961
0.084,0.975,1.059,-106.506,-107.178,-104.370
0.106,1.051,1.093,-92.407,-95.337,-111.572
0.100,1.114,1.056,-83.008,-81.787,-122.314
0.102,1.098,0.836,-74.158,-68.054,-136.841
0.132,0.944,0.775,-67.810,-62.988,-153.564
0.164,0.872,0.856,-69.763,-62.683,-166.199
0.138,0.826,0.884,-73.059,-58.044,-177.002
0.087,0.678,0.898,-73.914,-52.673,-188.538
0.090,0.540,1.069,-73.975,-50.293,-196.411
0.077,0.530,1.275,-72.021,-44.128,-198.425
-0.064,0.325,1.166,-60.974,-29.297,-198.975
0.028,0.083,1.067,-46.997,-19.897,-195.068
0.109,0.102,1.078,-37.842,-21.118,-178.772
0.134,0.114,1.090,-34.180,-17.212,-163.818
0.119,0.240,1.125,-30.334,-14.282,-152.344
0.111,0.290,1.089,-26.062,-8.362,-144.104
0.109,0.266,1.069,-24.414,-6.348,-140.381
0.096,0.346,1.151,-26.062,-5.798,-135.498
0.051,0.319,1.133,-28.809,-3.052,-131.653
0.085,0.216,1.146,-27.405,-0.916,-127.930
0.137,0.170,1.136,-19.470,0.061,-117.798
0.148,0.073,1.064,-10.620,2.380,-105.530
0.186,0.190,1.131,-10.071,0.854,-91.125
0.191,0.229,1.155,-13.000,2.747,-80.261
0.200,0.224,1.107,-15.076,6.531,-75.500
0.223,0.150,1.021,-12.878,9.705,-69.092
0.244,0.086,0.924,-10.742,11.108,-60.852
0.270,0.066,0.901,-10.559,8.728,-49.011
0.276,0.091,0.823,-11.597,7.507,-35.461
0.281,0.151,0.822,-10.437,4.639,-21.484
0.275,0.251,0.890,-6.714,0.488,-9.094
0.265,0.377,0.898,-2.747,0.671,-0.732
0.261,0.437,0.892,-0.305,2.258,2.869
0.264,0.455,0.905,2.075,3.113,3.235
0.272,0.422,0.868,4.333,5.493,2.441
0.285,0.380,0.829,3.357,8.057,3.052
0.294,0.379,0.801,-0.427,9.155,5.432
0.301,0.427,0.742,-2.563,10.315,9.338
0.303,0.482,0.741,-0.732,9.705,13.000
0.302,0.507,0.741,3.052,9.155,15.259
0.306,0.544,0.733,7.751,9.705,17.700
0.311,0.551,0.693,13.062,10.071,19.165
0.313,0.576,0.629,18.738,10.498,20.691
0.322,0.633,0.665,22.156,7.507,21.790
0.318,0.642,0.728,21.240,4.272,19.653
0.320,0.670,0.765,14.893,3.845,16.541
0.318,0.639,0.839,3.418,3.418,11.963
0.323,0.579,0.851,-4.272,5.310,7.629
0.327,0.543,0.846,-4.456,7.751,5.737
0.337,0.524,0.776,-2.319,10.071,5.920
0.344,0.494,0.814,-0.427,9.155,6.042
0.354,0.462,0.843,-0.244,8.728,6.592
0.368,0.403,0.843,-2.747,10.132,7.446
0.378,0.371,0.824,-6.531,12.329,10.132
0.388,0.388,0.750,-8.728,13.977,14.160
0.386,0.386,0.811,-8.545,12.085,17.761
0.394,0.393,0.859,-5.981,11.719,20.874
0.395,0.322,0.844,-4.700,15.442,23.193
0.400,0.345,0.870,-5.798,18.127,28.687
0.382,0.465,0.778,-7.751,22.461,34.668
0.364,0.599,0.780,-10.559,23.499,36.743
0.371,0.598,0.849,-13.062,21.790,32.532
0.382,0.544,0.858,-14.038,25.635,27.405
0.391,0.507,0.824,-15.015,29.907,25.696
0.389,0.499,0.691,-16.357,33.508,25.757
0.386,0.514,0.585,-16.846,32.654,27.222
0.387,0.509,0.652,-14.099,26.184,28.931
0.379,0.504,0.722,-8.362,21.973,31.860
0.369,0.499,0.719,-0.671,22.278,35.522
0.347,0.565,0.677,5.737,22.583,40.405

0.411,-1.428,0.723,166.321,-107.300,9.827
0.408,-1.477,0.622,156.616,-102.295,25.269
0.398,-1.501,0.417,147.583,-101.440,42.847
0.394,-1.494,0.388,133.545,-109.863,61.035
0.359,-1.488,0.516,116.516,-123.230,78.857
0.337,-1.415,0.588,102.173,-131.958,97.900
0.299,-1.347,0.643,85.999,-138.672,114.990
0.251,-1.152,0.788,67.993,-144.592,131.348
0.232,-0.891,1.016,52.002,-148.071,146.118
0.243,-0.616,1.117,37.781,-141.968,152.527
0.295,-0.562,1.107,23.010,-129.639,151.245
0.342,-0.632,1.050,8.667,-117.188,146.240
0.377,-0.755,0.925,1.160,-107.544,146.729
0.378,-0.859,0.653,-5.005,-102.051,153.687
0.369,-0.802,0.563,-11.292,-109.192,168.213
0.328,-0.654,0.518,-19.592,-121.765,184.753
0.259,-0.556,0.635,-31.189,-136.169,196.777
0.188,-0.538,0.846,-42.847,-150.269,205.261
0.169,-0.311,0.907,-48.950,-154.480,215.088
0.087,-0.285,0.904,-57.983,-153.687,217.834
0.080,-0.141,0.870,-68.359,-152.161,219.604
0.065,0.055,0.854,-73.792,-152.222,221.008
0.064,0.240,0.935,-72.693,-153.870,216.919
0.047,0.325,1.039,-65.857,-154.053,212.585
0.066,0.334,1.050,-57.678,-149.719,213.989
0.092,0.306,0.906,-54.443,-142.029,208.252
0.103,0.335,1.013,-65.430,-143.433,192.444
0.127,0.348,1.040,-78.796,-144.226,181.824
0.121,0.354,1.057,-97.717,-135.742,178.955
0.128,0.709,1.218,-113.464,-133.789,173.645
0.131,0.666,1.220,-121.216,-123.413,129.578
0.124,0.373,1.161,-116.760,-113.037,78.674
0.123,0.261,1.073,-102.905,-103.333,68.970
0.168,0.224,0.852,-85.205,-97.168,67.688
0.160,0.259,0.617,-74.646,-98.083,68.359
0.167,0.294,0.530,-74.280,-110.535,66.650
0.138,0.290,0.555,-80.444,-127.441,60.730
0.117,0.381,0.630,-90.637,-143.250,54.382
0.079,0.573,0.804,-101.807,-158.081,46.387
0.054,0.753,1.048,-115.173,-166.931,32.104
0.019,0.911,1.306,-125.000,-166.443,12.207
-0.006,1.099,1.212,-127.869,-151.306,-8.423
-0.032,1.196,1.045,-124.084,-136.902,-37.537
-0.036,1.102,1.164,-123.596,-137.817,-74.341
-0.057,0.891,1.100,-128.540,-129.761,-105.957
-0.104,0.823,0.974,-138.184,-123.413,-125.671
-0.130,0.735,0.834,-150.208,-122.681,-139.221
-0.158,0.648,1.015,-162.292,-130.371,-148.804
-0.185,0.623,1.251,-165.649,-134.216,-152.710
-0.184,0.760,1.410,-154.541,-127.686,-153.625
-0.169,0.819,1.446,-135.742,-111.755,-159.058
-0.175,0.860,1.564,-119.263,-94.604,-170.349
-0.176,0.954,1.558,-104.126,-72.449,-182.495
-0.196,0.999,1.396,-92.163,-45.471,-200.500
-0.259,0.902,1.133,-89.722,-26.611,-221.802
-0.269,0.635,1.102,-101.440,-21.606,-241.455
-0.241,0.465,1.189,-114.929,-23.010,-250.916
-0.335,0.290,1.268,-126.953,-19.653,-250.305
-0.241,0.106,1.390,-124.084,-15.747,-243.286
-0.172,0.231,1.427,-111.450,-7.751,-228.149
-0.156,0.385,1.385,-98.877,8.362,-215.332
-0.174,0.281,1.373,-83.069,20.996,-216.125
-0.111,-0.018,1.285,-68.420,34.180,-217.468
-0.021,-0.191,1.027,-59.265,45.166,-209.534
0.042,-0.206,0.997,-60.791,45.898,-188.904
0.065,-0.083,1.183,-62.012,41.687,-168.274
0.050,0.062,1.175,-55.786,47.058,-151.306
0.050,-0.160,1.068,-49.561,53.772,-143.066
0.156,-0.267,0.994,-43.701,53.040,-130.798
0.198,-0.272,0.907,-39.551,53.223,-117.859
0.229,-0.193,0.996,-38.513,48.218,-97.839
0.228,-0.015,1.073,-36.438,47.607,-64.941
0.253,-0.066,0.986,-30.090,53.406,-48.279
0.296,-0.025,0.780,-24.109,57.495,-35.156
0.314,0.017,0.756,-25.024,53.467,-22.339
0.327,0.045,0.847,-27.954,46.021,-11.292
0.338,0.085,0.830,-26.367,45.593,-0.793
0.350,0.180,0.802,-22.339,46.997,10.376
0.340,0.260,0.758,-18.860,48.096,19.104
0.346,0.314,0.527,-14.587,50.964,27.283
0.355,0.355,0.491,-14.587,44.617,39.551
0.350,0.413,0.528,-15.564,33.386,53.223
0.363,0.608,0.473,-13.489,29.907,55.054
0.337,0.616,0.542,-9.827,22.095,40.649
0.328,0.730,0.577,-8.911,17.334,38.879
0.321,0.703,0.603,-12.634,13.977,33.752
0.334,0.677,0.575,-16.418,12.451,28.748
0.331,0.698,0.617,-16.663,9.644,27.283
0.324,0.758,0.654,-12.146,7.690,26.672
0.322,0.771,0.686,-5.127,8.423,24.902
0.319,0.761,0.706,1.953,9.766,21.790
0.319,0.793,0.689,7.874,12.268,19.348
0.323,0.807,0.608,13.367,14.343,16.296
0.329,0.740,0.619,16.968,12.329,11.414
0.336,0.690,0.587,19.165,9.583,7.812
0.339,0.705,0.590,20.752,6.775,6.348
0.338,0.685,0.676,19.653,1.892,3.723
0.336,0.576,0.689,15.869,0.427,-0.183
0.357,0.490,0.700,9.521,-0.366,-0.916
0.367,0.439,0.721,2.930,-1.709,1.648
0.365,0.438,0.740,0.000,-1.404,5.798
0.368,0.452,0.744,2.808,-0.244,10.254
0.368,0.447,0.740,7.812,1.221,13.855
0.372,0.442,0.732,11.475,2.869,17.090
0.369,0.461,0.715,13.428,4.456,20.508
0.366,0.508,0.698,15.198,5.554,23.193
0.377,0.533,0.670,17.395,6.531,24.170
0.355,0.460,0.656,18.250,6.714,23.193
0.376,0.415,0.625,18.250,6.714,25.513
0.394,0.369,0.627,15.808,5.310,29.663
0.379,0.366,0.600,11.597,3.845,35.095
0.373,0.398,0.655,7.263,1.770,41.443
0.349,0.404,0.646,4.395,0.916,47.119
0.363,0.411,0.688,3.235,0.244,52.612
0.337,0.411,0.697,3.052,-0.732,58.411
0.318,0.415,0.731,4.395,-0.916,64.331
0.303,0.554,0.776,9.216,-1.892,71.594
0.279,0.699,0.859,13.062,-1.465,74.768
0.281,0.751,0.905,15.320,0.854,71.045

0.155,1.523,0.996,-19.714,100.647,-32.227
0.115,1.562,0.964,-6.897,114.380,-53.894
0.082,1.518,0.828,12.695,126.221,-78.979
0.063,1.540,0.579,37.354,133.423,-102.234
0.065,1.506,0.378,61.157,131.775,-125.488
0.074,1.266,0.297,80.627,120.789,-152.222
0.103,0.990,0.173,97.595,110.962,-171.204
0.151,0.747,0.145,109.009,97.412,-179.321
0.177,0.579,0.136,115.723,84.229,-177.490
0.219,0.508,0.167,118.958,72.754,-170.837
0.251,0.535,0.230,120.605,63.354,-164.368
0.247,0.639,0.333,121.399,56.396,-161.621
0.252,0.746,0.329,124.634,54.565,-165.771
0.242,0.688,0.193,129.517,54.016,-179.810
0.240,0.487,0.137,131.958,46.875,-196.411
0.251,0.355,0.210,132.812,36.194,-205.811
0.259,0.191,0.231,135.925,30.640,-209.534
0.302,0.112,0.301,139.648,26.367,-209.717
0.289,-0.043,0.282,144.714,24.414,-208.557
0.271,-0.130,0.115,151.245,26.367,-203.796
0.273,-0.203,0.067,158.447,17.151,-197.510
0.306,-0.246,0.144,168.396,4.028,-190.063
0.331,-0.294,0.275,176.636,-5.188,-186.401
0.328,-0.339,0.345,183.716,-6.104,-186.646
0.331,-0.366,0.278,191.833,-3.662,-193.848
0.316,-0.386,0.234,198.059,-4.028,-205.994
0.316,-0.424,0.192,200.806,-7.629,-214.600
0.318,-0.490,0.045,196.350,-11.536,-226.318
0.294,-0.960,-0.030,188.416,-21.240,-247.070
0.329,-1.101,0.055,172.791,-36.011,-201.416
0.354,-0.927,0.135,171.326,-43.579,-140.930
0.350,-1.051,0.134,176.636,-50.964,-130.310
0.354,-0.984,-0.066,183.350,-54.138,-117.432
0.351,-1.029,0.114,179.504,-68.787,-106.934
0.355,-1.040,0.145,171.997,-78.003,-97.229
0.348,-1.053,0.128,165.649,-82.275,-87.585
0.322,-0.988,0.212,153.503,-89.722,-77.820
0.306,-1.048,0.332,142.456,-96.497,-72.083
0.310,-1.099,0.336,136.108,-98.145,-65.613
0.314,-1.208,0.364,130.859,-100.281,-57.617
0.326,-1.264,0.352,123.901,-102.112,-47.241
0.323,-1.230,0.337,115.601,-103.882,-33.508
0.315,-1.264,0.401,105.469,-108.521,-21.667
0.318,-1.288,0.355,98.572,-111.206,-9.460
0.306,-1.281,0.337,91.919,-115.723,2.686
0.272,-1.220,0.381,85.022,-121.582,14.771
0.248,-1.148,0.461,80.688,-126.953,25.391
0.226,-1.084,0.596,75.806,-129.211,32.715
0.241,-1.184,0.631,70.251,-126.221,36.804
0.248,-1.286,0.701,62.927,-121.460,42.603
0.257,-1.324,0.692,54.626,-114.563,54.626
0.271,-1.297,0.686,48.035,-109.009,68.909
0.274,-1.289,0.623,41.687,-106.262,83.496
0.259,-1.175,0.606,29.419,-106.506,99.121
0.256,-1.069,0.821,11.719,-112.854,113.098
0.242,-1.156,0.926,-4.211,-111.328,120.361
0.237,-1.151,0.981,-20.386,-104.980,131.470
0.246,-1.018,1.021,-36.499,-97.107,146.484
0.231,-0.897,0.945,-51.514,-87.280,156.555
0.224,-0.712,0.773,-65.186,-78.857,163.513
0.228,-0.555,0.797,-78.430,-79.285,166.687
0.251,-0.510,0.862,-85.754,-81.177,165.039
0.262,-0.553,0.779,-83.130,-77.637,162.170
0.269,-0.625,0.665,-80.750,-76.477,162.964
0.268,-0.627,0.594,-82.397,-80.811,169.128
0.238,-0.682,0.555,-87.830,-89.294,176.697
0.190,-0.596,0.462,-94.971,-96.863,186.951
0.158,-0.460,0.484,-97.595,-109.314,198.364
0.094,-0.364,0.745,-95.093,-123.901,202.515
0.096,-0.156,0.943,-88.562,-128.540,205.322
0.082,0.090,0.835,-85.876,-123.108,202.026
0.080,0.177,0.653,-90.759,-119.263,192.078
0.100,0.324,0.947,-103.577,-131.714,189.636
0.149,0.327,1.002,-111.877,-131.531,191.406
0.138,0.318,0.845,-119.446,-120.850,182.739
0.137,0.284,0.830,-124.451,-122.375,165.710
0.118,0.228,0.746,-119.446,-125.427,140.930
0.092,0.299,0.815,-101.074,-130.493,124.451
0.085,0.360,1.032,-77.393,-138.000,124.207
0.046,0.417,0.993,-57.495,-130.676,130.981
-0.062,0.703,1.119,-50.232,-125.977,152.405
0.096,1.454,1.124,-56.274,-122.681,132.507
0.043,1.108,1.220,-70.740,-117.859,24.475
0.067,1.025,1.013,-83.679,-100.098,-20.447
0.037,1.058,0.850,-92.163,-96.863,-52.368
0.008,0.891,0.814,-99.976,-98.694,-89.233
-0.036,0.597,1.121,-102.661,-109.375,-119.263
-0.031,0.324,1.231,-90.820,-106.140,-136.108
0.020,0.234,1.448,-70.557,-95.398,-141.052
0.041,0.328,1.586,-51.086,-76.843,-140.991
0.049,0.432,1.493,-32.959,-46.326,-145.020
0.032,0.519,1.360,-17.212,-21.057,-155.029
0.076,0.508,1.241,-5.066,-1.953,-169.434
0.075,0.424,1.386,-0.793,8.972,-186.340
-0.025,0.278,1.426,-1.343,23.315,-202.209
-0.064,0.094,1.218,-0.061,44.373,-211.121
0.002,-0.023,1.246,-1.099,49.988,-213.318
0.049,0.008,1.289,-5.920,53.711,-209.900
0.001,0.048,1.303,-10.986,61.401,-209.473
-0.022,0.004,1.299,-12.756,68.848,-212.097
0.002,-0.100,1.091,-10.620,77.637,-213.745
0.073,-0.278,0.959,-11.841,80.261,-215.942
0.116,-0.278,1.089,-13.428,73.486,-217.224
0.114,-0.236,1.092,-2.625,76.355,-212.646
0.125,-0.161,1.054,15.930,83.435,-197.144
0.166,-0.288,0.969,27.954,89.233,-189.880
0.205,-0.361,0.968,23.499,91.858,-194.641
0.192,-0.373,0.982,7.202,91.553,-203.125
0.145,-0.426,0.932,-13.000,93.872,-209.167
0.172,-0.479,0.964,-35.095,90.576,-222.595
0.134,-1.385,1.022,-53.101,87.280,-232.544
0.205,-0.477,0.858,-69.275,90.942,-135.132
0.215,-0.461,0.906,-74.585,85.266,-105.591
0.190,-0.571,0.873,-77.209,80.322,-105.225
0.211,-0.573,0.982,-71.777,71.777,-93.506
0.214,-0.689,0.974,-67.932,68.237,-83.191
0.248,-0.640,1.041,-72.632,66.284,-67.688
0.264,-0.697,0.942,-73.120,66.650,-53.162
0.263,-0.785,0.955,-69.336,63.721,-37.720

0.418,1.071,1.078,-23.560,7.935,106.018
0.396,0.828,1.139,-30.579,8.118,23.560
0.375,0.981,1.062,-31.250,20.569,17.151
0.378,1.058,1.072,-31.677,25.208,4.028
0.363,1.050,1.001,-32.837,32.410,-14.099
0.334,0.993,0.928,-28.870,37.537,-31.738
0.337,1.129,0.905,-21.118,38.513,-43.213
0.316,1.225,0.838,-15.076,41.260,-61.462
0.301,1.250,0.735,-7.568,44.861,-85.938
0.263,1.296,0.741,4.822,45.105,-111.206
0.231,1.166,0.714,24.841,45.227,-138.367
0.227,0.927,0.677,53.528,47.058,-163.696
0.253,0.650,0.606,83.252,49.500,-181.580
0.269,0.454,0.406,109.680,53.711,-189.270
0.249,0.308,0.280,127.686,51.514,-190.125
0.249,0.341,0.181,142.090,42.480,-186.890
0.244,0.364,0.141,159.729,30.762,-185.730
0.232,0.255,0.088,177.917,20.447,-189.880
0.191,0.012,0.094,192.261,8.911,-193.359
0.244,-0.224,0.217,199.463,-2.869,-193.726
0.246,-0.289,0.293,200.073,-9.521,-188.843
0.238,-0.358,0.266,191.284,-9.888,-189.087
0.217,-0.434,0.353,177.185,-15.442,-203.064
0.202,-0.469,0.407,162.842,-20.508,-227.051
0.129,-0.605,0.416,152.405,-23.071,-248.230
0.100,-0.852,0.351,144.653,-24.475,-202.942
0.152,-0.537,0.369,146.057,-27.466,-128.296
0.156,-0.772,0.216,146.362,-30.640,-125.610
0.137,-0.798,0.022,148.071,-35.950,-118.164
0.126,-0.856,0.064,148.254,-52.429,-107.849
0.109,-0.922,0.139,146.851,-67.993,-98.511
0.109,-0.934,0.269,141.602,-77.942,-88.684
0.101,-0.869,0.480,132.141,-85.144,-79.407
0.080,-0.850,0.477,122.253,-82.153,-73.547
0.101,-0.864,0.483,114.929,-79.163,-69.702
0.106,-0.887,0.524,108.765,-80.322,-65.186
0.111,-0.992,0.568,100.708,-80.994,-61.646
0.131,-0.989,0.574,93.384,-80.566,-54.016
0.116,-1.051,0.550,84.839,-80.078,-46.326
0.129,-1.068,0.593,76.050,-81.665,-37.048
0.120,-1.152,0.608,66.345,-83.191,-26.550
0.156,-1.177,0.589,58.838,-82.947,-14.893
0.137,-1.233,0.543,51.270,-84.106,-3.479
0.133,-1.293,0.559,44.312,-88.684,9.827
0.136,-1.262,0.550,41.199,-93.750,25.208
0.124,-1.193,0.666,40.466,-100.037,40.710
0.125,-1.169,0.834,40.588,-103.577,53.589
0.139,-1.174,0.978,40.649,-101.868,66.406
0.153,-1.219,1.048,36.804,-94.238,79.224
0.156,-1.190,1.024,29.236,-84.045,93.872
0.126,-1.160,0.879,21.484,-75.378,108.948
0.137,-1.076,0.692,10.986,-71.777,123.535
0.152,-1.022,0.752,-6.226,-76.050,134.766
0.120,-1.171,0.709,-19.531,-79.224,142.029
0.127,-1.153,0.634,-23.621,-79.956,159.485
0.111,-1.136,0.570,-28.076,-85.815,175.476
0.038,-1.048,0.517,-30.151,-94.910,191.956
0.018,-0.900,0.512,-31.677,-107.361,207.275
-0.012,-0.603,0.697,-35.950,-121.582,219.849
-0.039,-0.463,0.941,-39.307,-130.798,222.290
-0.048,-0.345,1.038,-39.978,-130.005,218.933
-0.021,-0.323,1.081,-39.612,-124.573,213.135
-0.044,-0.186,1.126,-39.795,-119.995,207.703
0.028,-0.061,1.082,-42.908,-112.671,199.646
0.047,-0.101,1.036,-53.345,-105.103,186.646
0.046,-0.201,0.997,-69.031,-99.915,174.316
0.066,-0.194,0.889,-82.458,-96.252,168.823
0.073,-0.166,0.801,-93.140,-97.473,166.382
0.068,-0.069,0.671,-101.257,-101.990,162.964
0.040,0.022,0.703,-106.140,-111.450,157.471
-0.013,0.179,0.873,-108.276,-123.962,150.452
-0.017,0.251,1.086,-106.995,-130.798,142.578
-0.042,0.341,1.301,-104.614,-128.296,141.235
-0.037,0.430,1.342,-100.220,-115.417,152.649
-0.024,0.439,1.107,-98.022,-95.825,178.040
0.115,1.454,0.774,-97.168,-83.435,186.829
0.054,0.491,0.878,-97.229,-91.309,65.125
0.017,0.200,0.795,-104.736,-96.497,10.376
0.042,0.222,0.921,-109.741,-101.563,10.925
0.019,0.175,1.004,-115.112,-105.225,6.653
0.004,0.156,0.948,-115.540,-102.417,3.357
-0.012,0.102,0.981,-113.647,-102.539,0.000
-0.048,0.253,1.008,-106.384,-102.600,0.061
-0.069,0.416,1.085,-94.971,-101.196,-2.930
-0.066,0.495,1.151,-83.191,-96.191,-13.855
-0.052,0.454,1.140,-74.768,-88.501,-28.992
-0.062,0.366,1.076,-71.289,-80.261,-44.128
-0.078,0.361,1.084,-69.275,-76.172,-54.077
-0.110,0.445,1.138,-66.589,-73.792,-62.195
-0.108,0.465,1.263,-67.749,-70.435,-74.036
-0.146,0.460,1.336,-74.707,-62.744,-87.402
-0.147,0.579,1.284,-82.031,-51.392,-99.670
-0.140,0.484,1.254,-92.468,-42.297,-116.882
-0.125,0.380,1.232,-107.056,-35.583,-132.690
-0.120,0.445,1.215,-118.286,-29.419,-140.930
-0.134,0.536,1.393,-120.605,-23.865,-151.428
-0.146,0.635,1.678,-109.070,-14.648,-164.062
-0.196,0.565,1.599,-84.106,10.803,-180.237
-0.190,0.482,1.467,-57.861,36.865,-195.435
-0.242,0.398,1.327,-41.504,54.688,-205.627
-0.288,0.047,0.995,-28.870,68.665,-213.501
-0.137,-0.178,0.923,-15.869,64.209,-209.351
-0.068,-0.161,0.846,-2.747,56.885,-190.552
-0.043,-0.054,0.939,13.184,50.476,-172.424
-0.073,0.069,1.012,32.593,45.532,-161.682
-0.057,0.200,1.024,51.575,48.096,-159.180
-0.048,0.466,1.110,59.814,51.758,-162.537
-0.106,0.502,1.108,59.509,61.829,-180.115
-0.147,0.182,0.934,59.509,73.303,-202.881
-0.101,-0.203,0.786,59.753,76.965,-215.088
-0.015,-0.333,0.680,56.702,72.510,-216.431
-0.002,-0.372,0.616,56.213,63.110,-224.609
0.003,-0.427,0.500,65.674,53.040,-231.873
0.067,-0.480,0.555,85.693,35.278,-242.065
0.020,-1.053,0.743,99.426,18.616,-212.341
0.124,-0.383,0.784,108.032,12.695,-104.370
0.094,-0.532,0.906,102.356,4.700,-86.548
0.104,-0.404,0.964,83.679,5.981,-76.111
0.085,-0.360,1.141,60.059,6.042,-65.552
0.430,1.641,0.516,-52.124,32.166,50.720
0.376,1.622,0.326,-49.438,46.082,32.410
0.340,1.638,0.075,-44.189,57.739,18.066
0.307,1.702,-0.128,-40.283,60.364,5.981
0.273,1.774,-0.238,-38.269,55.847,-7.690
0.233,1.790,-0.258,-37.170,47.241,-24.719
0.210,1.744,-0.237,-37.415,38.513,-43.762
0.184,1.696,-0.298,-37.292,33.997,-60.974
0.158,1.647,-0.381,-33.630,29.785,-76.538
0.146,1.600,-0.365,-26.184,20.081,-92.102
0.124,1.522,-0.275,-15.991,8.972,-108.398
0.101,1.481,-0.237,-3.967,3.601,-123.169
0.042,1.495,-0.294,9.460,2.991,-136.108
0.011,1.434,-0.344,23.804,-0.488,-153.564
-0.006,1.255,-0.391,34.668,-6.897,-175.049
-0.020,1.045,-0.419,41.504,-15.381,-193.787
-0.010,0.855,-0.423,45.410,-25.330,-206.665
-0.017,0.641,-0.419,44.189,-35.095,-216.919
-0.022,0.479,-0.452,39.795,-43.457,-222.290
-0.057,0.417,-0.526,40.894,-52.979,-222.412
-0.039,0.378,-0.525,50.659,-66.528,-223.938
-0.009,0.201,-0.481,63.538,-80.811,-231.812
0.000,0.185,-0.306,72.693,-94.177,-233.826
-0.000,0.196,-0.249,82.153,-95.642,-237.915
-0.005,-0.001,-0.186,86.365,-91.675,-247.925
0.015,-0.305,-0.199,96.436,-95.398,-247.131
0.060,-0.376,-0.251,118.958,-98.206,-250.122
0.070,-0.410,-0.323,139.343,-101.563,-263.855
0.137,-0.429,-0.218,148.560,-113.342,-279.968
0.208,-0.706,0.102,145.569,-126.038,-284.546
0.251,-1.186,0.320,136.414,-125.488,-241.455
0.373,-0.974,0.215,147.827,-113.220,-170.288
0.440,-0.908,0.148,153.931,-106.384,-142.090
0.463,-1.085,0.224,150.879,-111.389,-135.864
0.500,-1.252,0.273,148.071,-113.159,-125.305
0.537,-1.402,0.357,145.569,-115.051,-107.178
0.557,-1.558,0.444,140.442,-117.188,-86.182
0.614,-1.640,0.548,133.362,-118.530,-60.913
0.637,-1.615,0.607,120.178,-118.591,-32.837
0.700,-1.538,0.689,102.905,-120.972,-7.141
0.703,-1.508,0.803,84.839,-123.901,14.099
0.700,-1.494,0.813,71.655,-119.446,36.072
0.694,-1.397,0.869,62.256,-117.920,61.646
0.661,-1.228,0.981,52.673,-117.554,85.938
0.648,-1.046,1.046,45.837,-111.816,105.530
0.640,-0.893,1.097,42.053,-101.807,117.859
0.607,-0.811,1.144,37.598,-89.539,121.948
0.573,-0.808,1.137,32.471,-74.768,123.108
0.573,-0.846,1.108,29.541,-62.805,128.296
0.568,-0.857,1.119,24.475,-54.810,138.306
0.521,-0.782,1.069,14.954,-45.898,153.137
0.477,-0.644,0.996,3.296,-38.391,169.250
0.445,-0.551,0.939,-10.742,-34.302,182.556
0.386,-0.448,0.887,-24.414,-31.860,195.435
0.305,-0.265,0.873,-33.081,-31.860,210.449
0.253,-0.130,0.843,-37.170,-32.593,223.022
0.217,-0.092,0.763,-40.833,-30.212,230.652
0.173,-0.112,0.739,-44.495,-29.175,239.014
0.120,-0.057,0.767,-46.814,-29.785,251.953
0.037,0.177,0.681,-50.293,-26.062,269.409
-0.008,0.400,0.503,-54.749,-22.156,287.964
-0.073,0.526,0.495,-61.340,-29.175,315.796
-0.182,0.618,0.583,-65.552,-39.429,366.333
-0.093,1.444,0.503,-59.509,-38.208,425.232
-0.089,1.742,0.164,-40.833,-35.156,337.158
-0.079,0.995,0.381,-58.655,-56.030,243.774
-0.104,0.785,0.360,-57.678,-64.087,231.079
-0.068,1.019,0.196,-48.523,-62.744,246.765
-0.059,0.992,0.226,-48.401,-72.815,245.056
-0.121,0.878,0.292,-53.223,-83.008,237.671
-0.210,0.921,0.198,-53.101,-84.717,240.417
-0.266,1.157,0.238,-49.011,-91.736,246.277
-0.313,1.443,0.439,-46.570,-103.760,245.117
-0.343,1.709,0.491,-43.091,-105.469,233.826
-0.362,1.997,0.378,-36.255,-100.037,213.989
-0.362,2.278,0.233,-28.748,-100.098,186.523
-0.325,2.438,0.113,-23.315,-106.934,149.536
-0.307,2.490,0.218,-25.208,-120.239,106.262
-0.321,2.469,0.466,-32.166,-133.850,63.049
-0.323,2.312,0.532,-36.621,-133.301,21.912
-0.252,2.090,0.537,-36.743,-127.136,-14.587
-0.223,1.847,0.678,-35.278,-125.916,-44.983
-0.214,1.650,0.873,-28.015,-122.375,-65.430
-0.185,1.567,0.976,-15.259,-109.009,-78.186
-0.156,1.607,0.951,-0.732,-90.576,-86.548
-0.146,1.635,0.817,8.057,-73.669,-99.182
-0.102,1.521,0.659,5.676,-64.209,-120.483
-0.066,1.403,0.682,-9.521,-66.101,-143.738
-0.072,1.352,0.875,-30.762,-73.303,-164.856
-0.121,1.260,1.015,-51.331,-73.669,-186.340
-0.151,1.005,1.106,-65.002,-68.359,-207.825
-0.141,0.613,1.173,-67.749,-62.317,-222.717
-0.078,0.308,1.284,-58.289,-55.603,-221.680
-0.008,0.192,1.311,-40.161,-43.335,-205.994
0.010,0.084,1.113,-23.010,-24.414,-184.753
0.106,-0.067,1.033,-12.756,-14.526,-165.283
0.169,-0.105,1.195,-7.446,-18.005,-143.311
0.186,0.014,1.210,-2.747,-9.888,-116.760
0.197,0.219,1.024,1.648,6.409,-92.957
0.217,0.294,0.915,0.244,12.146,-82.764
